Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Elastic Google Cloud Infrastructure: Scaling and Automation,Beginner,4.7,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,Cloud & DevOps,cloud platforms virtual private networks google cloud platform cloud computing load balancing build automation deployment environment cloud infrastructure managed services leadership and management information-technology cloud-computing
Evaluate Machine Learning Models with Yellowbrick,Beginner,4.8,https://www.coursera.org/learn/machine-learning-model-yellowbrick,Data Science & ML,statistical classification evaluation modeling regression machine learning regression analysis confusion matrix logistic regression python programming data-science machine-learning
Interprofessional Healthcare Informatics,Intermediate,4.3,https://www.coursera.org/learn/health-informatics-professional,Data Science & ML,information exchange data visualization telehealth healthcare quality evidence-based practice electronic human resources electronic health record interoperability informatics electronic health records data-science data-analysis
Create Your First Python Program,Beginner,4.6,https://www.coursera.org/learn/first-python-program,Data Science & ML,python syntax and semantics computer program language command-line interface for loop semantics python programming syntax while loop computer programming computer-science software-development
Cloud Computing Project,Advanced,2.8,https://www.coursera.org/learn/cloud-computing-project,Data Science & ML,apache hadoop cloud computing distributed computing computer networking edge computing data extraction grid computing stream processing python programming choice computer-science computer-security-and-networks
Python Data Representations,Advanced,4.7,https://www.coursera.org/learn/python-representation,Data Science & ML,immutable object python programming smoothing process iteration computer programming writing arrays substring string (computer science) computer-science software-development
"Javascript animation for websites, storytelling, data visualization and games",Beginner,4.2,https://www.coursera.org/learn/javascript-animation,Web Development,html web javascript euler's totient function data science web development data visualization .properties infographics front-end web development computer-science mobile-and-web-development
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Intermediate,4.8,https://www.coursera.org/learn/motion-and-kinetics,Web Development,ordered pair structural analysis angular framing bridge engineering derivative matrices mechanical engineering .properties solar systems physical-science-and-engineering mechanical-engineering
"Python Functions, Files, and Dictionaries",Intermediate,4.8,https://www.coursera.org/learn/python-functions-files-dictionaries,Data Science & ML,jpeg computer program data file analysis python programming writing euler's totient function sorting computer programming functional programming computer-science software-development
Computer Vision: Neural Transfer Style & Green Screen Effect,Beginner,4.2,https://www.coursera.org/learn/computer-vision-neural-transfer-style-green-screen-effect,Data Science & ML,file shortcut internet opencv web desktops machine learning python programming project cloud computing computer vision display devices data-science machine-learning
Getting Started with SAS Visual Analytics,Beginner,4.7,https://www.coursera.org/learn/preparing-data-sas-va,Data Science & ML,software planning spss data analysis visual analytics business analytics sas (software) analytics analysis data item data-science data-analysis
Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Beginner,4.8,https://www.coursera.org/learn/predict-ideal-diamonds-with-a-random-forest-using-r,Data Science & ML,randomness chi-squared distribution deep learning machine learning euler's totient function bar chart general statistics ios development ggplot2 time series data-science data-analysis
Introduction to iOS App Development with Swift 5,Beginner,4.7,https://www.coursera.org/learn/ios-app-development-swift-5,Web Development,node.js java annotation swift programming ios development interfaces application design writing unit testing display devices xcode computer-science software-development
Six Sigma Tools for Analyze,Beginner,4.7,https://www.coursera.org/learn/six-sigma-analyze,Data Science & ML,analysis trigonometric integral general statistics data analysis process normal distribution binomial distribution studentized residual six sigma causality business business-essentials
REAL BONES:  Adventures in Forensic Anthropology,Beginner,4.6,https://www.coursera.org/learn/real-bones-forensic-anthropology,Cybersecurity,adult forensic biology pathology death forensic anthropology forensic science forensics ageing anthropology mandible social-sciences law
Create Custom Layers in Keras,Beginner,4.6,https://www.coursera.org/learn/custom-layers-keras,Data Science & ML,artificial neural networks project internet python programming keras machine learning file shortcut network model tensorflow rectifier (neural networks) data-science machine-learning
Optimization of Topic Models using Grid Search Method,Beginner,4.3,https://www.coursera.org/learn/optimization-of-topic-models-using-grid-search-method,Data Science & ML,topic model curve fitting hyperparameter optimization machine learning mathematical optimization data analysis project general statistics modeling evaluation data-science machine-learning
Plots (Graphics) for Data Science,Beginner,4.2,https://www.coursera.org/learn/plots-graphics-for-data-science,Data Science & ML,chart array data structure project mine project statistical analysis euler's totient function machine learning general statistics data science python programming data-science data-analysis
The Sun and the Total Eclipse of August 2017,Beginner,4.6,https://www.coursera.org/learn/eclipse,Web Development,planning solar systems angular process eclipse computer simulation recursively enumerable set modeling average energy physical-science-and-engineering physics-and-astronomy
Introduction to Natural Language Processing in Python,Beginner,3.5,https://www.coursera.org/learn/intro-natural-language-processing-nlp-python,Data Science & ML,language learning python programming experiment natural language processing lemmatisation entry point machine learning use case o-ring theory of economic development parsing data-science machine-learning
Digital Manufacturing & Design,Beginner,4.7,https://www.coursera.org/learn/digital-manufacturing-design,Data Science & ML,manufacturing processes machine learning process management leadership and management security manufacturing process management digital design human learning process analysis physical-science-and-engineering mechanical-engineering
Predicting Salaries with Simple Linear Regression in R,Beginner,4.3,https://www.coursera.org/learn/linear-regression-predicting-salaries,Data Science & ML,line fitting r programming project machine learning regression test set linearity simple linear regression linear regression salary data-science data-analysis
How Google does Machine Learning,Beginner,4.6,https://www.coursera.org/learn/google-machine-learning,Cloud & DevOps,google cloud platform human learning cloud storage cloud platforms applied machine learning bigquery cloud computing machine learning application programming interfaces cloud api data-science machine-learning
Cybersecurity Awareness and Innovation,Beginner,4.6,https://www.coursera.org/learn/cybersecurity,Cybersecurity,password management innovation awareness encryption identity management security digital identity password credential leadership and management information-technology security
"Machine Learning:  Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Beginner,4.4,https://www.coursera.org/learn/predict-numbers-from-handwritten-digits-neuralnetwork,Data Science & ML,machine learning encodings artificial neural networks data analysis keras r programming project ios development deep learning euler's totient function data-science data-analysis
Essential Epidemiologic Tools for Public Health Practice,Beginner,4.7,https://www.coursera.org/learn/epidemiology-tools,Data Science & ML,public health qgis health research mapping epidemiology geographic information system map choropleth map data visualization estimation life-sciences public-health
Architecting with Google Kubernetes Engine: Workloads,Intermediate,4.7,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke,Cloud & DevOps,load balancing load balancing (computing) kubernetes software command-line interface hypertext transfer protocol cloud computing persistence (computer science) google cloud platform cloud platforms computer-science software-development
Understanding Your Google Cloud Platform (GCP) Costs,Advanced,4.6,https://www.coursera.org/learn/gcp-cost-management,Cloud & DevOps,google cloud platform cloud computing plant biology accounting cost resource cloud computing security risk tracking sandbox (computer security) information-technology cloud-computing
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",Advanced,4.473417721518987,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift,Cloud & DevOps,modulo operation microservices source code ternary conditional operator data clustering algorithms null coalescing operator information sensitivity openshift streams control plane information-technology cloud-computing
Sequence Models for Time Series and Natural Language Processing,Intermediate,4.3,https://www.coursera.org/learn/sequence-models-tensorflow-gcp,Data Science & ML,word embedding word2vec tensorflow long short-term memory modeling natural language openfabrics alliance natural language processing language time series data-science machine-learning
Simple Recurrent Neural Network with Keras,Advanced,4.5,https://www.coursera.org/learn/simple-recurrent-neural-network-keras,Data Science & ML,artificial neural networks python programming inference keras recurrent neural network front and back ends tensorflow mathematics machine learning average data-science machine-learning
Chinese for HSK 3 PART I,Advanced,4.6,https://www.coursera.org/learn/hsk-3,Data Science & ML,language grammar chinese language shopping pandas materials aunt online shopping hanyu shuiping kaoshi comfort language-learning other-languages
Predictive Modeling and Machine Learning with MATLAB,Intermediate,4.7,https://www.coursera.org/learn/predictive-modeling-machine-learning,Data Science & ML,supervised learning statistical classification hyperparameter machine learning regression analysis training regression matlab observation modeling data-science machine-learning
Building a Business Presence With Facebook Marketing,Beginner,4.8,https://www.coursera.org/learn/facebook-marketing,Data Science & ML,digital marketing accounting project networks machine learning audience advertising project marketing sales social media marketing business marketing
Industrial IoT on Google Cloud Platform,Advanced,4.5,https://www.coursera.org/learn/iiot-google-cloud-platform,Cloud & DevOps,dataflow analysis publish subscribe pattern cloud computing internet of things cloud storage cloud platforms google cloud platform internet bigquery computer-science software-development
Multiplatform Mobile App Development with Web Technologies: Ionic and Cordova,Advanced,4.4,https://www.coursera.org/learn/ionic-cordova,Web Development,android development angular web mobile development node.js javascript mobile app web development ionic (mobile app framework) ios development computer-science mobile-and-web-development
Rails with Active Record and Action Pack,Beginner,4.7,https://www.coursera.org/learn/rails-with-active-record,Data Science & ML,authorization sql data structure alignment active record pattern ruby on rails rubygems databases ruby (programming language) authentication sql injection computer-science software-development
Build Multilayer Perceptron Models with Keras,Beginner,4.6,https://www.coursera.org/learn/multilayer-perceptron-model-keras,Data Science & ML,feedforward neural network keras front and back ends mutual exclusion tensorflow perceptron machine learning deep learning artificial neural networks multilayer perceptron data-science machine-learning
Programming with Scratch,Advanced,3.9,https://www.coursera.org/learn/programming-with-scratch,Data Science & ML,connectionism prince2 word2vec bioperl algorithms machine learning pdca multiliteracy opms scratch (programming language) computer-science software-development
Essential Google Cloud Infrastructure: Core Services,Intermediate,4.7,https://www.coursera.org/learn/gcp-infrastructure-core-services,Cybersecurity,leadership and management bigquery cloud infrastructure identity management cloud platforms cloud computing network monitoring google cloud platform cloud storage resource information-technology cloud-computing
Building Conversational Experiences with Dialogflow,Intermediate,4.3,https://www.coursera.org/learn/conversational-experiences-dialogflow,Cloud & DevOps,experiment google app engine natural language cloud computing google cloud platform natural language processing cloud platforms dialog system language basic access authentication computer-science software-development
Docker Essentials & Building a Containerized Web Application,Beginner,4.8,https://www.coursera.org/learn/docker-container-essentials-web-app,Data Science & ML,project hand ordered pair web command-line interface experience deep learning web design project mine web application information-technology cloud-computing
Assessment for Learning,Beginner,4.5,https://www.coursera.org/learn/assessmentforlearning,Data Science & ML,educational psychology natural language processing evaluation fundraising educational assessment assessment for learning child psychology education intelligence tests augmented assignment social-sciences education
Machine Learning Algorithms: Supervised Learning Tip to Tail,Intermediate,4.7,https://www.coursera.org/learn/machine-learning-classification-algorithms,Data Science & ML,classification algorithms regression decision tree statistical classification euler's totient function machine learning algorithms mathematical optimization supervision machine learning algorithms data-science machine-learning
Cloud Networking,Advanced,4.4,https://www.coursera.org/learn/cloud-networking,Data Science & ML,network infrastructure distributed computing tcp congestion control computer networking routing cloud computing cloud infrastructure python programming network congestion data centers computer-science computer-security-and-networks
Build a Machine Learning Web App with Streamlit and Python,Beginner,4.7,https://www.coursera.org/learn/machine-learning-streamlit-python,Data Science & ML,logistic regression web python programming machine learning interactivity computer programming web application pandas web development data-science machine-learning
Python Geospatial Data Analysis,Beginner,4.0,https://www.coursera.org/learn/python-geospatial-data-analysis,Data Science & ML,crime geographic information system geovisualization project arcgis sql heat map python programming map data analysis data-science data-analysis
Getting Started with Blazor WASM,Beginner,4.8,https://www.coursera.org/learn/getting-started-with-blazor,Web Development,interactivity .properties modeling html path (variable) responsiveness project networks running python programming project computer-science mobile-and-web-development
Enhancing Communication with Remind,Beginner,4.9,https://www.coursera.org/learn/communicating-with-remind,Data Science & ML,documents tutor online learning machine learning project mine scaled agile framework c dynamic memory allocation parenting communication parent social-sciences education
Security Operations and Administration,Advanced,4.7,https://www.coursera.org/learn/security-operations-administration-sscp,Cybersecurity,configuration management separation of duties key (cryptography) security operations security awareness software engineering owasp management process security release management information-technology security
Machine Learning: Classification,Beginner,4.7,https://www.coursera.org/learn/ml-classification,Data Science & ML,decision tree human learning gradient classification algorithms stochastic algorithms regression statistical classification machine learning gradient descent data-science machine-learning
Git + GitHub for Open Source Collaboration,Intermediate,4.1,https://www.coursera.org/learn/git-and-github,Cloud & DevOps,c standard library git (software) php differential forms open source video game development github java programming software software engineering information-technology support-and-operations
Applying Machine Learning to your Data with GCP,Advanced,4.7,https://www.coursera.org/learn/data-insights-gcp-apply-ml,Data Science & ML,applied machine learning human learning feature selection cloud platforms bigquery sql microservices google cloud platform machine learning cloud computing information-technology data-management
Image Understanding with TensorFlow on GCP,Advanced,4.6,https://www.coursera.org/learn/image-understanding-tensorflow-gcp,Data Science & ML,floating point google cloud platform linear model machine learning tensorflow human learning statistical classification artificial neural networks deep learning convolutional neural network data-science machine-learning
Introduction to Computer Vision with Watson and OpenCV,Beginner,4.2,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Data Science & ML,opencv image processing computer vision machine learning tesseract (software) k-means clustering computer programming object detection python programming upload data-science machine-learning
Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package,Beginner,4.7,https://www.coursera.org/learn/create-buy-signal-filter-using-r-quantmod-package,Data Science & ML,technical analysis financial markets risk rstudio data science project r programming analytics loss function data analysis data-science data-analysis
The Unix Workbench,Intermediate,4.7,https://www.coursera.org/learn/unix,Cloud & DevOps,command-line interface github linux console bash (unix shell) makefile unix cloud computing shell commands unix shells shell script data-science machine-learning
Using SAS Viya REST APIs with Python and R,Advanced,4.8,https://www.coursera.org/learn/sas-viya-rest-api-python-r,Data Science & ML,predictive modelling models of computation natural language processing recurrent neural network network model time series representational state transfer deep learning object detection application programming interfaces data-science data-analysis
Principles of Computing (Part 1),Beginner,4.8,https://www.coursera.org/learn/principles-of-computing-1,Data Science & ML,mathematics problem solving pygame algorithms principle combinatorics computer science python programming euler's totient function computer programming computer-science software-development
Perform Real-Time Object Detection with YOLOv3,Intermediate,3.1,https://www.coursera.org/learn/real-time-object-detection-yolo,Data Science & ML,computer vision digital image processing object detection modeling workstations machine learning command-line interface natural language processing system u python programming data-science machine-learning
CSS Animated Components with ReactJS,Beginner,4.8,https://www.coursera.org/learn/reactjs-css-animation,Web Development,ordered pair javascript framework javascript react (web framework) css web rendering (computer graphics) project relative change and difference sprite (computer graphics) computer-science software-development
Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Intermediate,4.8,https://www.coursera.org/learn/gcp-fundamentals-azure,Cloud & DevOps,network infrastructure data centers use case google cloud platform databases cloud computing virtual machine software scalability recursively enumerable set information-technology cloud-computing
Introduction to Line Balancing Using Precedence Diagram,Beginner,4.6,https://www.coursera.org/learn/introduction-to-line-balancing-using-precedence-diagram,Data Science & ML,workstations approximation process project mine data analysis project precedence diagram method average numbers (spreadsheet) backcasting data-science data-analysis
"AI Workflow: Machine Learning, Visual Recognition and NLP",Intermediate,4.6,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp,Data Science & ML,regression linear model machine learning multiclass classification artificial neural networks boosting (machine learning) statistical classification evaluation hyperparameter optimization convolutional neural network data-science machine-learning
Interactive Word Embeddings using Word2Vec and Plotly,Beginner,4.8,https://www.coursera.org/learn/interactive-word2vec,Data Science & ML,natural language processing recommender systems word2vec similarity measure matrices modeling machine learning interactivity word embedding plotly data-science machine-learning
Responsive Website Tutorial and Examples,Advanced,4.3,https://www.coursera.org/learn/responsive-website-examples,Cloud & DevOps,web development web design databases meteor mongodb web application wordpress collaboration responsive web design html computer-science mobile-and-web-development
Performing Data Aggregation using SQL Aggregate Functions,Intermediate,4.8,https://www.coursera.org/learn/performing-data-aggregation-using-sql-aggregate-functions,Data Science & ML,ascendency join (sql) mathematics sql aggregate function data aggregation information retrieval euler's totient function relative change and difference databases data-science data-analysis
Using TensorFlow with Amazon Sagemaker,Beginner,4.7,https://www.coursera.org/learn/sagemaker-tensorflow,Data Science & ML,tensorflow algorithms statistical classification deep learning machine learning keras estimator artificial neural networks euler's totient function natural language processing data-science machine-learning
COVID19 Data Analysis Using Python,Beginner,4.5,https://www.coursera.org/learn/covid19-data-analysis-using-python,Data Science & ML,data analysis python programming matplotlib numpy python libraries analysis computer programming project data visualization scatter plot data-science data-analysis
Neural Networks and Deep Learning,Beginner,4.9,https://www.coursera.org/learn/neural-networks-deep-learning,Data Science & ML,deep learning regression human learning backpropagation supply chain python programming computer programming artificial neural networks logistic regression numpy data-science machine-learning
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Intermediate,4.6,https://www.coursera.org/learn/patient-safety-measurement,Data Science & ML,safety performance patient safety measurement health system data analysis measure b evaluation categorization performance measurement life-sciences healthcare-management
Building Deep Learning Models with TensorFlow,Beginner,4.1,https://www.coursera.org/learn/building-deep-learning-models-with-tensorflow,Data Science & ML,machine learning convolution pytorch artificial neural networks recurrent neural network unsupervised learning human learning deep learning tensorflow autoencoder data-science machine-learning
Crash Course on Python,Intermediate,4.7,https://www.coursera.org/learn/python-crash-course,Data Science & ML,list comprehension python syntax and semantics ipython problem solving computer programming semantics syntax data structures python programming data type information-technology support-and-operations
Programming with Cloud IoT Platforms,Advanced,4.3,https://www.coursera.org/learn/cloud-iot-platform,Cloud & DevOps,mqtt microcontroller hardware interface design internet of things microsoft azure telecommunications network internet cloud platforms internet protocol cloud computing information-technology networking
Image Processing with Python,Beginner,4.2,https://www.coursera.org/learn/image-processing-with-python,Data Science & ML,global positioning system opencv medical imaging image processing project python programming photography video editing digital image processing computer programming computer-science software-development
Django Features and Libraries,Beginner,4.8,https://www.coursera.org/learn/django-features-libraries,Web Development,html angularjs django (web framework) python programming php web development flask javascript web json computer-science mobile-and-web-development
Information Visualization: Advanced Techniques,Advanced,4.8,https://www.coursera.org/learn/information-visualization-Advanced-techniques,Data Science & ML,information visualization stack (abstract data type) time series map line chart chart data visualization kibana d3.js analysis data-science data-analysis
COVID19 Data Visualization Using Python,Beginner,4.5,https://www.coursera.org/learn/covid19-data-visualization-using-python,Data Science & ML,analysis measurement graphs chart bar chart ordered pair python programming plotly data visualization project data-science data-analysis
Using Git for Distributed Development,Advanced,4.6,https://www.coursera.org/learn/git-distributed-development,Cloud & DevOps,bash (unix shell) php gitlab distributed development open source unix data comparison version control github diff utility computer-science software-development
Service-Oriented Architecture,Advanced,4.4,https://www.coursera.org/learn/service-oriented-architecture,Cloud & DevOps,architecture software architecture application programming interfaces software web service representational state transfer web microservices soap (protocol) service-oriented architecture computer-science software-development
Google Cloud Platform Fundamentals for AWS Professionals,Advanced,4.7,https://www.coursera.org/learn/gcp-fundamentals-aws,Cloud & DevOps,bigquery cloud platforms load balancing network infrastructure databases cloud computing cloud storage google cloud platform data centers big data computer-science computer-security-and-networks
Engineering Practices for Building Quality Software,Intermediate,4.1,https://www.coursera.org/learn/engineering-practices-secure-software-quality,Cloud & DevOps,code coverage version control systems software project management design pattern software quality software architecture static analysis software continuous integration software engineering computer-science software-development
Game Design and Development Capstone,Advanced,4.7,https://www.coursera.org/learn/gamedev-capstone,Mobile Development,hopefully look and feel playtest c sharp (programming language) sed video game development game design android development unreal engine ordered pair computer-science software-development
Databases and SQL for Data Science,Intermediate,4.6,https://www.coursera.org/learn/sql-data-science,Data Science & ML,computer programming python programming databases ipython sql leadership and management ibm db2 database connection cloud computing relational database data-science data-analysis
Software Security,Advanced,4.6,https://www.coursera.org/learn/software-security,Data Science & ML,internet security sql security security software web buffer overflow software penetration test analysis sql injection computer-science computer-security-and-networks
Introduction to Data Science in Python,Advanced,4.3,https://www.coursera.org/learn/python-data-analysis,Data Science & ML,analysis pandas data analysis computer programming statistical hypothesis testing numpy data manipulation general statistics hypothesis python programming data-science data-analysis
Multiple Linear Regression with scikit-learn,Beginner,4.5,https://www.coursera.org/learn/scikit-learn-multiple-linear-regression,Data Science & ML,project modeling data visualization linearity measurement interaction (statistics) regression analysis regression linear regression data-science machine-learning
Run a Sparkline Trend Analysis in Google Sheets,Beginner,5.0,https://www.coursera.org/learn/run-a-sparkline-trend-analysis-in-google-sheets,Data Science & ML,line chart euler's totient function lookup table spreadsheet software running chart spreadsheet data analysis exploratory data analysis trend analysis data-science data-analysis
Build a Relative Layout App in Android Studio,Beginner,4.5,https://www.coursera.org/learn/build-relative-layout-app-android-studio,Mobile Development,exit (system call) java programming display devices text box android development user interface android studio computer programming javascript java (software platform) computer-science mobile-and-web-development
Learn Javascript with zero prior programming experience,Advanced,4.0,https://www.coursera.org/learn/learn-programming-with-javascript,Web Development,?-recursive function experience computer programming web development javascript java programming prior probability recursion calibration multiple recursion computer-science mobile-and-web-development
Handling Imbalanced Data Classification Problems,Beginner,4.7,https://www.coursera.org/learn/handling-imbalanced-data-classification-problems,Data Science & ML,probability sampling statistics predictive modelling sampling techniques statistical classification oversampling project machine learning evaluation modeling data-science machine-learning
Data Science in Real Life,Beginner,4.4,https://www.coursera.org/learn/real-life-data-science,Cloud & DevOps,writing data management experimental design version control leadership and management analysis data analysis experiment general statistics hypothesis data-science data-analysis
Advanced Business Analytics Capstone,Advanced,4.2,https://www.coursera.org/learn/data-analytics-business-capstone,Data Science & ML,business intelligence business analysis analysis portfolio (finance) business analytics sql missing data data analysis predictive analytics analytics data-science data-analysis
Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,Advanced,4.8,https://www.coursera.org/learn/using-data-geographic-mapping-sas-va,Data Science & ML,geos (16-bit operating system) sensitivity analysis google analytics map spss geo uri scheme data analysis forecasting business analytics restructuring data-science data-analysis
Programming a Quantum Computer with Qiskit - IBM SDK,Beginner,4.4,https://www.coursera.org/learn/programming-quantum-computer-qiskit,Data Science & ML,qubit python programming matrices project algorithms software engineering quantum computing quantum programming tailored access operations quantum machine learning computer-science software-development
"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",Advanced,4.1,https://www.coursera.org/learn/cloud-applications-part1,Cloud & DevOps,software as a service cloud storage cloud applications kubernetes infrastructure as a service cloud computing platform as a service distributed computing cloud infrastructure software computer-science computer-security-and-networks
Logistic Regression in R for Public Health,Advanced,4.8,https://www.coursera.org/learn/logistic-regression-r-public-health,Data Science & ML,odds analysis supply chain odds ratio regression analysis r programming general statistics regression public health logistic regression life-sciences public-health
Cryptography: Boolean functions and related problems,Advanced,4.3,https://www.coursera.org/learn/cryptography-boolean-functions,Cybersecurity,euler's totient function cryptography quantum key distribution heuristic cipher side-channel attack cryptanalysis bent function permutations tailored access operations information-technology security
"Games, Sensors and Media",Advanced,4.6,https://www.coursera.org/learn/games,Mobile Development,tracking ios development ordered pair physics social network physics engine ibeacon particle system swift programming computer-science software-development
Challenging Forensic Science: How Science Should Speak to Court,Beginner,4.9,https://www.coursera.org/learn/challenging-forensic-science,Cybersecurity,crime fingerprints proposition dna profiling law forensics dnas speech forensic science crime scene social-sciences law
How Things Work: An Introduction to Physics,Beginner,4.7,https://www.coursera.org/learn/how-things-work,Web Development,mechanical engineering energy angular torque physics critical thinking market manipulation analysis experiment astronomy physical-science-and-engineering physics-and-astronomy
"JavaScript, jQuery, and JSON",Advanced,4.6,https://www.coursera.org/learn/javascript-jquery-json,Web Development,django (web framework) web mysql jquery json web application php html javascript document object model computer-science mobile-and-web-development
Sentiment Analysis with Deep Learning using BERT,Beginner,4.3,https://www.coursera.org/learn/sentiment-analysis-bert,Data Science & ML,deep learning sentiment analysis lexical analysis artificial neural networks natural language processing machine learning pytorch validation set statistical inference analysis data-science machine-learning
Position Elements on a Page with CSS,Beginner,4.5,https://www.coursera.org/learn/position-elements-page-css,Web Development,surround sound css flex box layout display devices css menu bar web page .properties web html internality computer-science mobile-and-web-development
Cluster Analysis in Data Mining,Advanced,4.3,https://www.coursera.org/learn/cluster-analysis,Data Science & ML,analysis measurement cluster analysis data clustering algorithms data mining dbscan algorithms data visualization hierarchical clustering similarity measure data-science data-analysis
Survey Data Collection and Analytics Project (Capstone),Advanced,4.0,https://www.coursera.org/learn/survey-data-capstone,Data Science & ML,simple random sample exercise respondent data analysis analysis sampling statistics estimation evaluation missing data spss life-sciences psychology
Build Data Analysis tools using R and DPLYR,Advanced,4.5,https://www.coursera.org/learn/introduction-to-dplyr,Data Science & ML,matlab machine learning summary statistics data analysis computer programming general statistics euler's totient function analysis r programming analytics data-science data-analysis
Building AI Powered Chatbots Without Programming,Beginner,4.7,https://www.coursera.org/learn/building-ai-powered-chatbots,Data Science & ML,weak ai machine learning environment variable wordpress computer programming word (computer architecture) python programming tree (data structure) child preview computer-science design-and-product
Introduction to TCP/IP,Beginner,4.6,https://www.coursera.org/learn/tcpip,Cybersecurity,ip address wireshark internet protocol network security internet internet security internet protocol suite communications protocol ipv4 security computer-science computer-security-and-networks
Using probability distributions for real world problems in R,Beginner,4.8,https://www.coursera.org/learn/probability-distributions-real-world-problems-r,Data Science & ML,probability r programming binomial distribution chi-squared distribution applied probability probability distribution exponential distribution hypothesis testing studentized residual statistical inference data-science probability-and-statistics
On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Intermediate,4.7,https://www.coursera.org/learn/onprem-upgrade-apigee-gcp,Web Development,apache zookeeper computer networking operations management node.js planning cloud computing security application programming interfaces java management extensions apache qpid gratitude computer-science software-development
Anomaly Detection in Time Series Data with Keras,Beginner,3.9,https://www.coursera.org/learn/anomaly-detection-time-series-keras,Data Science & ML,machine learning plotly tensorflow deep learning front and back ends anomaly detection long short-term memory keras time series interactive media data-science machine-learning
Excel Basics for Data Analysis,Advanced,4.7,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,Data Science & ML,euler's totient function pivot table worksheet reference data data quality rowing data analysis microsoft excel editing spreadsheet data-science data-analysis
The Fundamentals of Computing Capstone Exam,Advanced,4.9,https://www.coursera.org/learn/fundamentals-of-computing-capstone,Data Science & ML,display devices algorithm design c programming approximation error computer programming computer science theoretical computer science .properties python programming trigonometric integral computer-science software-development
Digitalisation in Aeronautics,Advanced,5.0,https://www.coursera.org/learn/aeronautics,Mobile Development,nastran unmanned aerial vehicle traffic simulation unmanned aerial system industrial automation systems ios development aerospace engineering unmanned vehicles systems engineering space station physical-science-and-engineering mechanical-engineering
Art and Science of Machine Learning,Advanced,4.6,https://www.coursera.org/learn/art-science-ml,Cloud & DevOps,hyperparameter artificial neural networks human learning google cloud platform estimator cloud computing cloud platforms machine learning keras tensorflow data-science machine-learning
Analyze Box Office Data with Plotly and Python,Beginner,4.5,https://www.coursera.org/learn/analyze-data-plotly-python,Data Science & ML,graphs data analysis machine learning plotly data visualization interactive data visualization feature engineering python programming tableau software analysis data-science machine-learning
Advanced SQL Retrieval Queries in SQLiteStudio,Beginner,4.6,https://www.coursera.org/learn/Advanced-sql-retrieval-queries-in-sqlitestudio,Data Science & ML,nested sql sql web euler's totient function databases select (sql) writing associative entity relational database sqlite information-technology data-management
Symmetric Cryptography,Advanced,4.5,https://www.coursera.org/learn/symmetric-crypto,Cybersecurity,ruby on rails cipher symmetric-key algorithm stream cipher cryptography permutations feistel cipher meet-in-the-middle attack block cipher algorithms computer-science computer-security-and-networks
Using Descriptive Statistics to Analyze Data in R,Beginner,4.5,https://www.coursera.org/learn/descriptive-statistics-analyze-data-r,Data Science & ML,statistical dispersion general statistics standard deviation project r programming jpeg microsoft excel basic descriptive statistics measurement euler's totient function data-science data-analysis
Intelligent Machining,Beginner,4.6,https://www.coursera.org/learn/intelligent-machining,Data Science & ML,internet leadership and management cnc machine process management process machine learning pl/c manufacturing process management internet of things manufacturing processes physical-science-and-engineering mechanical-engineering
Avoid Overfitting Using Regularization in TensorFlow,Beginner,4.8,https://www.coursera.org/learn/tensorflow-regularization-avoid-overfitting,Data Science & ML,autocad keras statistical classification tensorflow accuracy and precision ios development machine learning array data structure project validation set data-science machine-learning
Cryptographic Hash and Integrity Protection,Advanced,4.4,https://www.coursera.org/learn/cryptographic-hash-integrity-protection,Cybersecurity,authentication cryptography hashing data integrity cipher message authentication block cipher cryptographic hash function merkle tree hash chain computer-science computer-security-and-networks
Data Visualization,Beginner,4.4,https://www.coursera.org/learn/datavisualization,Data Science & ML,tableau software data visualization software computer graphics visualization software data analysis data visualization software parallel coordinates graphs analysis data-science data-analysis
Using Shiny to Plot Differential Gene Expression,Beginner,4.4,https://www.coursera.org/learn/shiny-to-plot-differential-gene-expression,Data Science & ML,cancer interfaces data analysis euler's totient function project student's t-distribution sorting mathematical optimization user interface preview data-science data-analysis
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",Beginner,4.9,https://www.coursera.org/learn/deep-neural-network,Data Science & ML,mathematical optimization gradient tensorflow hyperparameter optimization artificial neural networks euler's totient function softmax function hyperparameter deep learning human learning data-science machine-learning
